rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
427,얘기하다,yaegihada,v.,verb,"speak, talk",아버지는 나와 거의 얘기하지 않습니다. — Dad rarely speaks with me.,421,0.36
428,먼저,meonjeo,adv.,adverb,"beforehand, earlier",네가 먼저 사과해야 해. — You should apologize first.,420,0.89
429,조사,josa,n.,noun,"survey, examination",조사가 늦어지네. — The examination is being delayed.,419,0.71
430,오르다,oreuda,v.,verb,"go up, rise","그 언덕을 오르면 도시 전체가 내려다 보이지. — If you go up the hill, you can see the whole city.",419,0.88
431,울다,ulda,v.,verb,cry,배가 고픈지 아기가 울어요. — The baby cries as if it were hungry.,418,0.66
432,가운데,gaunde,n.,noun,middle,민서는 어머니와 아버지 가운데 앉아 있었습니다. — Minseo was sitting between her mother and father.,418,0.92
433,놀다,nolda,v.,verb,play,친구들이 같이 놀자고 하네요. — My friends are suggesting that we play together.,415,0.51
434,특히,teuki,adv.,adverb,"particularly, especially",지훈이는 특히 야구를 좋아하거든. — Jihun particularly likes baseball.,414,0.89
435,구나,guna,e.,"ending, connective, final","FINAL, EXCLAMATION",내가 말을 잘못 했구나. — I said the wrong word.,414,0.55
436,힘,him,n.,noun,"power, energy",힘이 많이 드는 일은 모두가 피한다구요. — Everyone avoids work that takes s. much energy.,412,0.97
437,예,ye,n.,noun,example,다음 예를 살펴보자. — Let’s look at the following example.,410,0.72
438,저녁,jeonyeok,n.,noun,evening; dinner,친구와 저녁에 같이 공부하려구요. — I am planning to study with a friend in the evening.,410,0.63
439,아무,amu,adn.,adnominal,"any, no",아무 말도 하지 마. — Don’t say anything.,410,0.63
440,운동,undong,n.,noun,"exercise, movement",건강을 위해서 운동이 중요해요. — Exercise is important to stay healthy.,408,0.9
441,차,cha,n.,noun,car,"머니까 차로 가자. — Since it’s far away, let’s go there by car.",408,0.82
442,믄/으믄,meun/eumeun,e.,"ending, connective, final","CONNECTIVE, if (COLLOQUIAL)","늦으믄 전화할게. — If I’m running late, I’ll call you.",407,0.15
443,대학,daehak,n.,noun,"university, college",우리 딸이 올해 대학에 갔어. — My daughter went to college this year.,407,0.92
444,채,chae,n.b.,noun (bound),"as … , while … , with …",민준이는 옷을 다 입은 채로 바다로 뛰어들었다. — Minjun jumped into the ocean still completely clothed.,407,0.93
445,땅,ttang,n.,noun,"ground, soil",봄비가 땅을 적셨어. — Spring rain soaked the soil.,406,0.91
446,분,bun,n.b.,noun (bound),COUNTER (person) (HONORIFIC),부모님 두 분께 선물을 드렸습니다. — I gave presents to both my parents.,406,0.84
447,팔다,palda,v.,verb,sell,할머니는 시장에서 야채를 팔고 있었어. — Grandmother is selling vegetables in the market.,404,0.66
448,지내다,jinaeda,v.,verb,"live, get along with","덕분에 저희 가족은 잘 지내요. — Thanks to you, my family is well.",404,0.69
449,이미,imi,adv.,adverb,already,사람들이 이미 강당에 가득 찼어. — People have already filled the auditorium.,404,1.0
450,국가,gukga,n.,noun,"nation, country",국가는 국민을 위해 존재합니다. — The nation exists for the people.,404,0.86
451,읽다,ikda,v.,verb,read,아버지께서는 소설을 읽으신다. — My father is reading a novel.,403,0.92
452,조사자,josaja,n.,noun,examiner,조사자는 설문지를 돌렸다. — The examiner circulated the survey.,402,0.01
453,다면,damyeon,e.,"ending, connective, final","CONNECTIVE, CONDITION",정말 의사가 되고 싶다면 열심히 공부해. — Study hard if you really want to become a doctor.,402,0.99
454,니/으니,ni/euni,e.,"ending, connective, final","FINAL, QUESTION",너 어디 사니? — Where do you live?,401,0.59
455,밑,mit,n.,noun,"bottom, lower part",배가 바다 밑으로 가라앉았다. — The boat sank to the bottom of the sea.,400,0.65
456,물론,mullon,adv.,adverb,"of course, certainly","물론 나도 그 의견에는 찬성이야. — Of course, I agree with that opinion.",399,0.97
457,랑/이랑,rang/irang,p.case,particle (case),"COMITATIVE, with",서연이는 엄마랑 쇼핑을 나갔지. — Seoyeon went shopping with her mother.,399,0.25
458,및,mit,adv.,adverb,"as well as, and",커피 및 차의 판매량이 급증하고 있다. — Sales of coffee and tea are rapidly increasing.,398,0.74
459,꼭,kkok,adv.,adverb,"surely, certainly",너를 꼭 기억할게. — I will certainly remember you.,396,0.69
460,의미,uimi,n.,noun,meaning,두 단어의 의미가 매우 유사하다. — The meanings of the two words are very similar.,395,0.88
461,나다,nada,aux.,auxiliary predicate,"finish, commit",일이 끝나고 나서 전화할게. — I will call after the work is done.,392,0.79
462,드리다,deurida,v.,verb,give (HUMBLE),어버이날에 부모님께 뭘 드렸니? — What did you give your parents on Parents Day?,391,0.47
463,못하다,motada,v.,verb,"be bad/poor, be inferior to",민준이가 형보다 못하진 않지. — Minjun is not inferior to his older brother.,391,0.7
464,요,yo,e.,"ending, connective, final","FINAL (HONORIFIC, POLITE)",어디 가세요? — Where are you going?,389,0.39
465,일,il,num.,number,one,일하고 일을 더하면 이야. — One plus one is two.,389,0.43
466,끝,kkeut,n.,noun,end,"무슨 일이든 끝까지 최선을 다해야 한다. — No matter what, do your best till the end.",389,0.92
467,얼마나,eolmana,adv.,adverb,how much,비용이 얼마나 되나요? — How much does it cost?,387,0.85
468,ㄴ다면/는다면,ndamyeon/neundamyeon,e.,"ending, connective, final","CONNECTIVE, CONDITION","내가 만약 과학자가 된다면 NASA에서 일하고 싶어. — If I became a scientist, I would like to work at NASA.",386,0.98
469,서로,seoro,adv.,adverb,"each other, one another","서로 조금만 양보하면 싸울 일도 없지. — If each of you gives a little, you won’t ever fight.",386,0.86
470,듯,deut,n.b.,noun (bound),as if,지훈이는 마치 모든 것을 다 안다는 듯 자신있게 말했다. — Jihun spoke confidently as if he knew everything.,385,0.83
471,돌아가다,doragada,v.,verb,"go back (to), return (to)",고향으로 돌아가고 싶어. — I want to get back to my hometown.,382,0.83
472,정치,jeongchi,n.,noun,politics,우리 아버지는 정치에는 전혀 관심이 없거든. — My father does not have any interest in politics.,382,0.87
473,새롭다,saeropda,a.,adjective,"fresh, new","가구를 바꾸니 방이 새롭게 보이네. — By changing the furniture, the room looks new.",382,0.92
474,마다,mada,p.sub.,subsidiary particle,"each, every",친구들마다 개성이 너무나 뚜렷하다. — Each friend has a distinct character.,380,0.95
475,부분,bubun,n.,noun,part,영화의 앞부분은 재미가 없지. — The first part of the movie is not interesting.,380,0.8
476,높다,nopda,a.,adjective,high,"높은 산 정상에서 시내를 바라봤어요. — From on top of a high mountain, I overlooked downtown.",379,0.91
477,비,bi,n.,noun,rain,비가 멈추지 않는구나. — The rain is not stopping.,379,0.71
478,상황,sanghwang,n.,noun,situation,제 상황이 그다지 좋지 못합니다. — My situation is not that great.,379,0.91
479,하루,haru,n.,noun,one day,하루 만에 그 많은 공부를 다 했구나! — You did all this studying in one day!,376,0.82
480,이러다,ireoda,v.,verb,do so,"이러다가 큰일 날지도 몰라요. — If you do this, it might be a big disaster.",376,0.32
481,전화,jeonhwa,n.,noun,"phone, phone call",친구에게 전화가 왔어. — There was a phone call from my friend.,374,0.86
482,떠나다,tteonada,v.,verb,leave,집을 떠나는 것은 너무 힘들었어. — It was s. difficult to leave home.,373,0.94
483,로써/으로써,rosseo/eurosseo,p.case,particle (case),"with, by",갈등은 대화로써 해결하는 것이 바람직하다. — It’s better to resolve the conflict through conversation.,373,0.89
484,과정,gwajeong,n.,noun,process,나는 결과보다 과정이 중요한 것 같아. — I think the process is more important than the result.,372,0.87
485,노래,norae,n.,noun,song,노래를 같이 부릅시다. — Let’s sing a song together.,371,0.75
486,지,ji,n.b.,noun (bound),"since, from the time when",미국에 온 지 얼마나 되셨습니까? — How long has it been since you came to America?,370,0.73
487,오,o,num.,number,five,오 개월이 지났다. — Five months has passed.,367,0.34
488,사랑,sarang,n.,noun,love,나는 사랑을 아직 모른다. — I don’t know love yet.,367,0.93
489,교수,gyosu,n.,noun,professor,교수는 더 열심히 하라고 학생을 격려했다. — The professor encouraged the student to work harder.,367,0.85
490,자,ja,exc.,exclamative,well,"자, 이제 집에 갈까요? — Well, why don’t we go home?",363,0.35
491,옆,yeop,n.,noun,"side, beside",옆에 앉아. — Sit beside me.,363,0.76
492,기업,gieop,n.,noun,"enterprise, business, company",우리 회사는 한국의 대표 기업으로 손꼽힌다. — Our company is known to be a leading enterprise in Korea.,363,0.74
493,께서,kkeseo,p.case,particle (case),SUBJECT (HONORIFIC),할머니께서 지금 주무시는데요. — Grandmother is sleeping now.,362,0.72
494,넘다,neomda,v.,verb,"go over, pass",도둑이 담을 넘었어. — The thief went over the wall.,362,0.84
495,대,dae,n.b.,noun (bound),"university, college",어느 대를 지원합니까? — Which university are you applying to?,359,0.83
496,거의,geoui,adv.,adverb,almost,거의 날마다 운동을 하시나요? — Do you exercise almost every day?,359,0.92
497,이유,iyu,n.,noun,reason,나를 싫어하는 이유가 뭡니까? — What is the reason why you hate me?,358,0.97
498,역시,yeoksi,adv.,adverb,"also, as well as",나 역시 지훈이와 생각이 같아. — I also have the same opinion as Jihun.,358,0.97
499,란/이란,ran/iran,p.sub.,subsidiary particle,"that is (called), as for",좋은 학생이란 성실한 학생을 가리킨다. — Someone who is called a good student is sincere.,357,0.94
500,올라가다,ollagada,v.,verb,"go up, rise, climb",난 산꼭대기까지 올라가고 싶어요. — I would like to go up to the top of the mountain.,357,0.63
