rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
427,얘기하다,yaegihada,v.,verb,"speak, talk",아버지는 나와 거의 얘기하지 않습니다. — Dad rarely speaks with me.,421,0.36
428,먼저,meonjeo,adv.,adverb,"beforehand, earlier",네가 먼저 사과해야 해. — You should apologize first.,420,0.89
429,조사,josa,n.,noun,"survey, examination",조사가 늦어지네. — The examination is being delayed.,419,0.71
430,오르다,oreuda,v.,verb,"go up, rise","그 언덕을 오르면 도시 전체가 내려다 보이지. — If you go up the hill, you can see the whole city.",419,0.88
431,울다,ulda,v.,verb,cry,배가 고픈지 아기가 울어요. — The baby cries as if it were hungry.,418,0.66
432,가운데,gaunde,n.,noun,middle,민서는 어머니와 아버지 가운데 앉아 있었습니다. — Minseo was sitting between her mother and father.,418,0.92
433,놀다,nolda,v.,verb,play,친구들이 같이 놀자고 하네요. — My friends are suggesting that we play together.,415,0.51
434,특히,teuki,adv.,adverb,"particularly, especially",지훈이는 특히 야구를 좋아하거든. — Jihun particularly likes baseball.,414,0.89
435,구나,guna,e.,"ending, connective, final","FINAL, EXCLAMATION",내가 말을 잘못 했구나. — I said the wrong word.,414,0.55
436,힘,him,n.,noun,"power, energy",힘이 많이 드는 일은 모두가 피한다구요. — Everyone avoids work that takes s. much energy.,412,0.97
437,예,ye,n.,noun,example,다음 예를 살펴보자. — Let’s look at the following example.,410,0.72
438,저녁,jeonyeok,n.,noun,evening; dinner,친구와 저녁에 같이 공부하려구요. — I am planning to study with a friend in the evening.,410,0.63
439,아무,amu,adn.,adnominal,"any, no",아무 말도 하지 마. — Don’t say anything.,410,0.63
440,운동,undong,n.,noun,"exercise, movement",건강을 위해서 운동이 중요해요. — Exercise is important to stay healthy.,408,0.9
441,차,cha,n.,noun,car,"머니까 차로 가자. — Since it’s far away, let’s go there by car.",408,0.82
442,믄/으믄,meun/eumeun,e.,"ending, connective, final","CONNECTIVE, if (COLLOQUIAL)","늦으믄 전화할게. — If I’m running late, I’ll call you.",407,0.15
443,대학,daehak,n.,noun,"university, college",우리 딸이 올해 대학에 갔어. — My daughter went to college this year.,407,0.92
444,채,chae,n.b.,noun (bound),"as … , while … , with …",민준이는 옷을 다 입은 채로 바다로 뛰어들었다. — Minjun jumped into the ocean still completely clothed.,407,0.93
445,땅,ttang,n.,noun,"ground, soil",봄비가 땅을 적셨어. — Spring rain soaked the soil.,406,0.91
446,분,bun,n.b.,noun (bound),COUNTER (person) (HONORIFIC),부모님 두 분께 선물을 드렸습니다. — I gave presents to both my parents.,406,0.84
447,팔다,palda,v.,verb,sell,할머니는 시장에서 야채를 팔고 있었어. — Grandmother is selling vegetables in the market.,404,0.66
448,지내다,jinaeda,v.,verb,"live, get along with","덕분에 저희 가족은 잘 지내요. — Thanks to you, my family is well.",404,0.69
449,이미,imi,adv.,adverb,already,사람들이 이미 강당에 가득 찼어. — People have already filled the auditorium.,404,1.0
450,국가,gukga,n.,noun,"nation, country",국가는 국민을 위해 존재합니다. — The nation exists for the people.,404,0.86
451,읽다,ikda,v.,verb,read,아버지께서는 소설을 읽으신다. — My father is reading a novel.,403,0.92
452,조사자,josaja,n.,noun,examiner,조사자는 설문지를 돌렸다. — The examiner circulated the survey.,402,0.01
453,다면,damyeon,e.,"ending, connective, final","CONNECTIVE, CONDITION",정말 의사가 되고 싶다면 열심히 공부해. — Study hard if you really want to become a doctor.,402,0.99
454,니/으니,ni/euni,e.,"ending, connective, final","FINAL, QUESTION",너 어디 사니? — Where do you live?,401,0.59
455,밑,mit,n.,noun,"bottom, lower part",배가 바다 밑으로 가라앉았다. — The boat sank to the bottom of the sea.,400,0.65
456,물론,mullon,adv.,adverb,"of course, certainly","물론 나도 그 의견에는 찬성이야. — Of course, I agree with that opinion.",399,0.97
457,랑/이랑,rang/irang,p.case,particle (case),"COMITATIVE, with",서연이는 엄마랑 쇼핑을 나갔지. — Seoyeon went shopping with her mother.,399,0.25
458,및,mit,adv.,adverb,"as well as, and",커피 및 차의 판매량이 급증하고 있다. — Sales of coffee and tea are rapidly increasing.,398,0.74
459,꼭,kkok,adv.,adverb,"surely, certainly",너를 꼭 기억할게. — I will certainly remember you.,396,0.69
460,의미,uimi,n.,noun,meaning,두 단어의 의미가 매우 유사하다. — The meanings of the two words are very similar.,395,0.88
461,나다,nada,aux.,auxiliary predicate,"finish, commit",일이 끝나고 나서 전화할게. — I will call after the work is done.,392,0.79
462,드리다,deurida,v.,verb,give (HUMBLE),어버이날에 부모님께 뭘 드렸니? — What did you give your parents on Parents Day?,391,0.47
463,못하다,motada,v.,verb,"be bad/poor, be inferior to",민준이가 형보다 못하진 않지. — Minjun is not inferior to his older brother.,391,0.7
464,요,yo,e.,"ending, connective, final","FINAL (HONORIFIC, POLITE)",어디 가세요? — Where are you going?,389,0.39
465,일,il,num.,number,one,일하고 일을 더하면 이야. — One plus one is two.,389,0.43
466,끝,kkeut,n.,noun,end,"무슨 일이든 끝까지 최선을 다해야 한다. — No matter what, do your best till the end.",389,0.92
467,얼마나,eolmana,adv.,adverb,how much,비용이 얼마나 되나요? — How much does it cost?,387,0.85
468,ㄴ다면/는다면,ndamyeon/neundamyeon,e.,"ending, connective, final","CONNECTIVE, CONDITION","내가 만약 과학자가 된다면 NASA에서 일하고 싶어. — If I became a scientist, I would like to work at NASA.",386,0.98
469,서로,seoro,adv.,adverb,"each other, one another","서로 조금만 양보하면 싸울 일도 없지. — If each of you gives a little, you won’t ever fight.",386,0.86
470,듯,deut,n.b.,noun (bound),as if,지훈이는 마치 모든 것을 다 안다는 듯 자신있게 말했다. — Jihun spoke confidently as if he knew everything.,385,0.83
471,돌아가다,doragada,v.,verb,"go back (to), return (to)",고향으로 돌아가고 싶어. — I want to get back to my hometown.,382,0.83
472,정치,jeongchi,n.,noun,politics,우리 아버지는 정치에는 전혀 관심이 없거든. — My father does not have any interest in politics.,382,0.87
473,새롭다,saeropda,a.,adjective,"fresh, new","가구를 바꾸니 방이 새롭게 보이네. — By changing the furniture, the room looks new.",382,0.92
474,마다,mada,p.sub.,subsidiary particle,"each, every",친구들마다 개성이 너무나 뚜렷하다. — Each friend has a distinct character.,380,0.95
475,부분,bubun,n.,noun,part,영화의 앞부분은 재미가 없지. — The first part of the movie is not interesting.,380,0.8
476,높다,nopda,a.,adjective,high,"높은 산 정상에서 시내를 바라봤어요. — From on top of a high mountain, I overlooked downtown.",379,0.91
477,비,bi,n.,noun,rain,비가 멈추지 않는구나. — The rain is not stopping.,379,0.71
478,상황,sanghwang,n.,noun,situation,제 상황이 그다지 좋지 못합니다. — My situation is not that great.,379,0.91
479,하루,haru,n.,noun,one day,하루 만에 그 많은 공부를 다 했구나! — You did all this studying in one day!,376,0.82
480,이러다,ireoda,v.,verb,do so,"이러다가 큰일 날지도 몰라요. — If you do this, it might be a big disaster.",376,0.32
481,전화,jeonhwa,n.,noun,"phone, phone call",친구에게 전화가 왔어. — There was a phone call from my friend.,374,0.86
482,떠나다,tteonada,v.,verb,leave,집을 떠나는 것은 너무 힘들었어. — It was s. difficult to leave home.,373,0.94
483,로써/으로써,rosseo/eurosseo,p.case,particle (case),"with, by",갈등은 대화로써 해결하는 것이 바람직하다. — It’s better to resolve the conflict through conversation.,373,0.89
484,과정,gwajeong,n.,noun,process,나는 결과보다 과정이 중요한 것 같아. — I think the process is more important than the result.,372,0.87
485,노래,norae,n.,noun,song,노래를 같이 부릅시다. — Let’s sing a song together.,371,0.75
486,지,ji,n.b.,noun (bound),"since, from the time when",미국에 온 지 얼마나 되셨습니까? — How long has it been since you came to America?,370,0.73
487,오,o,num.,number,five,오 개월이 지났다. — Five months has passed.,367,0.34
488,사랑,sarang,n.,noun,love,나는 사랑을 아직 모른다. — I don’t know love yet.,367,0.93
489,교수,gyosu,n.,noun,professor,교수는 더 열심히 하라고 학생을 격려했다. — The professor encouraged the student to work harder.,367,0.85
490,자,ja,exc.,exclamative,well,"자, 이제 집에 갈까요? — Well, why don’t we go home?",363,0.35
491,옆,yeop,n.,noun,"side, beside",옆에 앉아. — Sit beside me.,363,0.76
492,기업,gieop,n.,noun,"enterprise, business, company",우리 회사는 한국의 대표 기업으로 손꼽힌다. — Our company is known to be a leading enterprise in Korea.,363,0.74
493,께서,kkeseo,p.case,particle (case),SUBJECT (HONORIFIC),할머니께서 지금 주무시는데요. — Grandmother is sleeping now.,362,0.72
494,넘다,neomda,v.,verb,"go over, pass",도둑이 담을 넘었어. — The thief went over the wall.,362,0.84
495,대,dae,n.b.,noun (bound),"university, college",어느 대를 지원합니까? — Which university are you applying to?,359,0.83
496,거의,geoui,adv.,adverb,almost,거의 날마다 운동을 하시나요? — Do you exercise almost every day?,359,0.92
497,이유,iyu,n.,noun,reason,나를 싫어하는 이유가 뭡니까? — What is the reason why you hate me?,358,0.97
498,역시,yeoksi,adv.,adverb,"also, as well as",나 역시 지훈이와 생각이 같아. — I also have the same opinion as Jihun.,358,0.97
499,란/이란,ran/iran,p.sub.,subsidiary particle,"that is (called), as for",좋은 학생이란 성실한 학생을 가리킨다. — Someone who is called a good student is sincere.,357,0.94
500,올라가다,ollagada,v.,verb,"go up, rise, climb",난 산꼭대기까지 올라가고 싶어요. — I would like to go up to the top of the mountain.,357,0.63
501,혼자,honja,n.,noun,alone,혼자 지내시니까 적적하세요? — Are you lonely staying alone?,356,0.77
502,간,gan,n.b.,noun (bound),between,"부부 간에도 예의를 지켜야 하는 법이지. — Even between a couple, there should be politeness.",355,0.87
503,올리다,ollida,v.,verb,raise,아빠는 내 머리 위로 손을 올리셨어요. — Dad raised his hand above my head.,353,0.9
504,아침,achim,n.,noun,morning,아침에 일찍 일어났어요. — I got up early in the morning.,353,0.81
505,연구,yeongu,n.,noun,"research, study","좋은 연구를 하려면 시간을 충분히 들여야 한다. — For good research, you need to spend enough time on it.",351,0.84
506,달,dal,n.b.,noun (bound),COUNTER (month),이번 달에 결혼식이 정말 많다. — There are too many weddings this month.,351,0.73
507,이제,ije,n.,noun,now,이제까지 기록이 어떻습니까? — How is the record up to now?,350,0.85
508,시장,sijang,n.,noun,market,시장에서 뭘 샀니? — What did you buy at the market?,349,0.8
509,남편,nampyeon,n.,noun,husband,남편은 늦게 떠났어. — My husband left late.,349,0.88
510,사건,sageon,n.,noun,"incident, accident","당시 그 사건은 많은 사람들에게 충격이었어. — At that time, the incident was a shock to many people.",349,0.93
511,게,ge,e.,"ending, connective, final","FINAL, COMMAND",잘 지내게! — Stay well!,348,0.45
512,정신,jeongsin,n.,noun,"mind, spirit; consciousness",육체와 정신은 분리되지 않았어. — The physical body and the spirit are not separate.,347,0.95
513,기다리다,gidarida,v.,verb,wait,조금만 기다려 줄 수 있어요? — Can you wait for a minute?,347,0.88
514,필요하다,piryohada,a.,adjective,"in need of, necessary","필요하면 내 컴퓨터를 하세요. — If you need to, use my computer.",346,0.94
515,해당하다,haedanghada,v.,verb,"correspond to, conform to, be the same as",그 돈은 내가 한 달에 버는 돈에 해당해. — That amount is the same as what I earn in a month.,345,0.28
516,회사,hoesa,n.,noun,company,사원들은 오전 8시까지 회사에 나옵니다. — The employees come to the company by 8:00 am.,345,0.91
517,얼마,eolma,n.,noun,"how much, how many",학비는 얼마입니까? — How much is the tuition?,344,0.81
518,선생,seonsaeng,n.,noun,teacher,지민이는 좋은 선생이 되고 싶어하지. — Jimin wants to be a good teacher.,344,0.8
519,이,i,n.b.,noun (bound),person,그런 말을 하는 이는 나쁜 사람이지. — Someone who says that is bad.,343,0.65
520,끝나다,kkeunnada,v.,verb,finish,시험이 끝나면 여행을 갈 거야. — I will go on a trip after finishing the exam.,342,0.9
521,돌다,dolda,v.,verb,"turn, circle around",여기서 오른쪽으로 돌아요. — Turn to the right here.,342,0.67
522,계속,gyesok,adv.,adverb,"continuously, consecutively; always",난 계속 그날 사건을 생각해. — I’m always thinking about the incident from that day.,341,0.77
523,멀다,meolda,a.,adjective,"far, remote",갈 길이 아직 멀다. — We still have far to go.,338,0.69
524,당시,dangsi,n.,noun,"at that time, in those days","한국 전쟁 당시 많은 사람들이 가족을 잃었지. — During the Korean War, many people lost their family members.",338,0.9
525,영화,yeonghwa,n.,noun,movie,핸드폰으로 영화를 보기도 하잖아요? — Are we watching movies by cellphone?,337,0.86
526,방언,bangeon,n.,noun,dialect,우리는 방언을 조사했다. — We surveyed dialects.,336,0.07
527,자식,jasik,n.,noun,children,자식 교육에 좀 신경 쓰셔야겠어요. — You need to pay some attention to the children’s education.,335,0.66
528,시키다,sikida,v.,verb,"make, get",선생님은 서연이를 노래하게 시켰어. — The teacher made Seoyeon sing a song.,335,0.65
529,쉽다,swipda,a.,adjective,easy,그의 강의는 이해하기 쉬워. — His lecture is easy to understand.,334,0.96
530,작다,jakda,a.,adjective,small; short,이 블라우스 너무 작은 것 아니야? — Isn’t this blouse too small?,334,0.95
531,바,ba,n.b.,noun (bound),way,난 어찌할 바를 몰랐다. — I didn’t know the right way to behave.,334,0.94
532,대로,daero,p.sub.,subsidiary particle,"like, as",너는 너대로 괜찮아. — You’re OK as you are.,333,0.88
533,웃음,useum,n.,noun,laughter,서연이는 가까스로 웃음을 참았다. — Seoyeon barely held back her laughter.,333,0.58
534,결과,gyeolgwa,n.,noun,result,결과가 좋았니? — Was the result good?,332,0.88
535,ㄹ지/을지,lji/eulji,e.,"ending, connective, final","CONNECTIVE, whether, if",나는 대학원에 갈지 취직할지 몰라. — I don’t know whether I will go to graduate school or work.,332,0.97
536,의원,uiwon,n.,noun,"member of assembly, congressman",국회 의원들은 법안을 통과시켰다. — The members of the National Assembly passed the bill.,332,0.72
537,또는,ttoneun,adv.,adverb,"or, otherwise",월요일 또는 수요일에 약속을 잡아 봅시다. — Let’s schedule an appointment for Monday or Wednesday.,331,0.85
538,이후,ihu,n.,noun,"since (then), after that time","그 사고 이후 아무도 친구의 소식을 모르지. — Since that accident, nobody knows of any news of that friend.",330,0.88
539,돌아오다,doraoda,v.,verb,"come back, return",고향으로 돌아오는 게 어떠니? — How about coming back to your hometown?,330,0.91
540,떡,tteok,n.,noun,rice cake,이사 가고 나서 떡을 돌렸어. — I gave out rice cakes after moving (to a new town).,330,0.25
541,믿다,mitda,v.,verb,"believe, trust",낯선 사람을 믿는 게 어디 쉬운 일이겠어요? — Where would it be easy to trust a stranger?,329,0.95
542,정보,jeongbo,n.,noun,information,요즘은 인터넷으로 많은 정보를 쉽게 얻을 수 있다. — These days lots of information can be easily found through the Internet.,328,0.86
543,고개,gogae,n.,noun,head,고개를 들어 봐. — Try to raise your head.,326,0.74
544,죽이다,jugida,v.,verb,"kill, murder, slaughter",현우는 파리도 못 죽이게 생겼잖니. — Hyunwu looks as if he cannot kill even a fly.,325,0.7
545,상태,sangtae,n.,noun,state,할머니 상태가 안 좋으신가 봐. — It looks like my grandmother’s state is not good.,325,0.95
546,조선,joseon,n.,noun,"Joseon, the last dynasty of Korea (1392–1910)",조선 시대에 대한 연구들이 쏟아지고 있어. — There are many studies on the Joseon period.,324,0.9
547,곧,got,adv.,adverb,soon,이제 할머니를 뵈러 갈 겁니다. — I will go to see my grandmother soon.,324,0.97
548,결국,gyeolguk,n.,noun,"finally, in the end","결국 이야기는 해피엔딩으로 끝나지. — In the end, the story has a happy ending.",324,0.93
549,또한,ttohan,adv.,adverb,"in addition, furthermore, also",지민이는 머리가 좋고 또한 성실하지요. — Jimin is bright and also sincere.,321,0.9
550,나이,nai,n.,noun,age,저 분 나이를 헤아리기 힘드네. — It is tough to figure out that person’s age.,320,0.8
551,하지만,hajiman,conj.,conjunction,"but, however","하지만 그건 사실이잖아. — However, it is the fact.",320,0.97
552,마을,maeul,n.,noun,village,"그 마을에는 우물이 하나밖에 없어요. — In that village, there is only one well.",320,0.92
553,려/으려,ryeo/euryeo,e.,"ending, connective, final","CONNECTIVE, PURPOSE",휴일 동안 잠이나 자려 해. — I intend to sleep over the holidays.,319,0.95
554,하늘,haneul,n.,noun,sky,밤 하늘의 별이 너무나 아름답구나. — The stars in the night sky are s. beautiful.,318,0.89
555,신,sin,n.,noun,"God, god",그는 신의 존재를 부인했다. — He denied the existence of God.,318,0.81
556,ㄴ데/은데,nde/eunde,e.,"ending, connective, final","FINAL, BACKGROUND, ADJECTIVAL","나는 작지만 형은 큰데. — While I am short, my older brother is tall.",318,0.45
557,동네,dongne,n.,noun,town,동네에서 흔히 보는 강아지였어. — It was a puppy that we see often in town.,317,0.59
558,청중,cheongjung,n.,noun,audience,청중의 반응이 좋아요. — The audience response is good.,317,0.12
559,형,hyeong,n.,noun,elder brother,"형이니까 동생들을 잘 돌봐야 한다. — As an older brother, you need to take good care of the younger siblings.",317,0.75
560,나가다,nagada,aux.,auxiliary predicate,"progress, continue",지훈은 빚을 갚아 나갔다. — Jihun continued to pay the debt.,317,0.94
561,부인,buin,n.,noun,wife,선생님 부인은 어떤 분이실까? — What kind of person is the teacher’s wife?,314,0.71
562,안되다,andoeda,v.,verb,turn out to be bad or sorry,배고픈 아이들이 너무 안됐구나. — I feel s. sorry for starving children.,314,0.87
563,지방,jibang,n.,noun,province,북부 지방은 날씨가 유난히 추워요. — It is particularly cold in the northern province.,314,0.87
564,배우다,baeuda,v.,verb,learn,새로 뭔가를 배우는 것은 즐거워요. — I enjoy learning something new.,313,0.8
565,창,chang,n.,noun,window,봄 햇살이 창으로 들어오는구나. — The spring sunlight comes through the window.,312,0.41
566,발,bal,n.,noun,foot,"발이 너무 아프니까 천천히 걸어요. — My foot hurts too much, s. let’s walk slowly.",311,0.82
567,나서다,naseoda,v.,verb,come forward; interfere with; start,지훈이는 자기가 먼저 하겠다고 나섰어. — Jihoon came forward to do it first.,309,0.93
568,작품,jakpum,n.,noun,work,그의 작품은 많은 독자들의 사랑을 받아 왔다. — His work has been loved by many readers.,308,0.88
569,마시다,masida,v.,verb,drink,"운동한 뒤에 물을 충분히 마셔야 해. — After working out, you need to drink plenty of water.",307,0.87
570,즉,jeuk,adv.,adverb,"in other words, s. to speak","즉, 내가 틀렸다는 말이야. — In other words, it means I was wrong.",307,0.79
571,세우다,seuda,v.,verb,"establish, set up",선교사들이 한국에 많은 학교를 세웠다. — Missionaries built many schools in Korea.,307,0.96
572,그대로,geudaero,adv.,adverb,as it is,자연은 그대로가 아름답지 않니? — Isn’t nature beautiful as it is?,305,0.95
573,대로,daero,n.b.,noun (bound),"as, like, in accordance with",일이 끝나는 대로 집에 올게요. — I will be back home as soon as I finish work.,304,0.83
574,할머니,halmeoni,n.,noun,grandmother,할머니는 나를 아주 아껴 주셔. — Grandmother really cherishes me.,304,0.63
575,배,bae,n.,noun,"boat, ship, vessel",나는 배가 언제 떠나는지 몰랐다. — I didn’t know when the boat would leave.,304,0.7
576,걸리다,geollida,v.,verb,take (time); catch (cold),시간이 오래 걸리는 작업이구나. — It is work that takes a long time.,303,0.88
577,양반,yangban,n.,noun,"noble (Joseon dynasty), husband, gentleman",지훈은 양반의 집에서 태어났다. — Jihun was born into a noble family.,303,0.45
578,정책,jeongchaek,n.,noun,policy,교통 정책이 곧 바뀐다. — Transportation policy will change soon.,302,0.77
579,진짜,jinjja,n.,noun,"real, authentic",진짜와 가짜를 구분할 수 있어요? — Can you distinguish between real and false?,301,0.33
580,듯,deut,e.,"ending, connective, final",as if,땀이 비 오듯 흐른다. — I sweat as if it rains.,301,0.93
581,새,sae,adn.,adnominal,new,새 신을 신으니까 기분이 좋았다. — It felt great to wear new shoes.,300,0.87
582,필요,piryo,n.,noun,"need, necessity",그게 필요가 있을까? — Is it necessary?,300,0.95
583,이르다,ireuda,v.,verb,reach,마을에 이르렀을 때는 한밤중이었어. — It was the middle of the night when we reached the village.,298,0.96
584,부,bu,n.,noun,department,자네는 어느 부 소속인가? — What department do you belong to?,298,0.82
585,따라서,ttaraseo,conj.,conjunction,"thus, therefore, accordingly","따라서 정책을 수립하는 것이 시급하다. — Thus, it is urgent to establish a policy.",298,0.87
586,역사,yeoksa,n.,noun,history,그들은 오랜 역사를 간직한 민족이다. — They are people with a long history.,296,0.91
587,라면/으라면,ramyeon/euramyeon,e.,"ending, connective, final",CONDITION,가라면 가겠습니다. — I will go if you ask me to.,296,0.97
588,아다/어다,ada/eoda,e.,"ending, connective, final","CONNECTIVE, while",그는 뛰어가다가 넘어졌지 뭐야. — He fell while running.,296,0.58
589,어리다,eorida,a.,adjective,"young, immature","걔는 아직 어리잖니? — He is still young, isn’t he?",296,0.84
590,려는/으려는,ryeoneun/euryeoneun,e.r.,relativizing ending,"RELATIVE, INTENTION",해외여행을 가려는 사람들이 너무나 많다. — There are s. many people who want to go on a trip abroad.,295,0.99
591,고서,goseo,e.,"ending, connective, final","CONNECTIVE, and then","그렇게 말하고서 지훈은 바닥에 누워 버렸어. — After saying that, Jihun lay down on his back.",295,0.59
592,그리다다,geurida,v.,verb,"draw, describe",아이가 벽에 그림을 그리고 있네. — A child is drawing a picture on the wall.,295,0.87
593,길다,gilda,a.,adjective,long,민지는 머리가 길다. — Minseo has long hair.,294,0.89
594,여성,yeoseong,n.,noun,women,여성들의 사회적 지위가 더욱 높아질 것이다. — Women’s social status will rise.,293,0.86
595,가슴,gaseum,n.,noun,"mind; chest, breast; heart","그 슬픈 광경에 가슴이 찢어지더군. — At that sad scene, my mind was split.",292,0.89
596,면,myeon,n.,noun,"face, side; aspect",건물 반대쪽 면에서 바라본 풍경입니다. — It is the view from the opposite side of the building.,292,0.86
597,아래,arae,n.,noun,"below, under",언덕 아래 호수가 하나 있거든. — There is a lake below the hill.,291,0.94
598,노인,noin,n.,noun,old (elderly) person,노인의 수가 급격히 늘어나고 있지. — The number of elderly people is increasing rapidly.,291,0.78
599,굉장히,goengjanghi,adv.,adverb,"extremely, greatly",제 남동생은 굉장히 둔감한 편이지요. — My younger brother is extremely insensitive.,290,0.12
600,대다,daeda,v.,verb,put; touch; keep in supply,차를 주자장에 대고 나왔지. — I came out after putting my car in the garage.,290,0.71
601,나누다,nanuda,v.,verb,"share, divide",슬픔은 나누면 반이 된다고 하잖아요. — They say that sadness is halved when it is shared.,289,0.95
602,더욱,deouk,adv.,adverb,more,"시간이 갈수록 비가 더욱 세차게 내린다. — As time goes by, it is pouring even more.",289,0.98
603,아내,anae,n.,noun,wife,제 아내는 교사입니다. — My wife is a teacher.,288,0.92
604,문학,munhak,n.,noun,literature,문학을 전공으로 택하고 싶어요. — I would like to have literature as my major.,288,0.81
605,군,gun,n.,noun,military,아들이 곧 군에 입대한다. — My son joins the military soon.,286,0.95
606,낳다,natda,v.,verb,"give birth to, bear",어머니는 저를 아침에 낳으셨어요. — My mother gave birth to me in the morning.,286,0.72
607,꿈,kkum,n.,noun,dream,꿈을 이루시길 바랍니다. — I hope you make your dreams come true.,285,0.87
608,기술,gisul,n.,noun,"technology, skill","기술의 발달로 인해 우리의 삶이 나아졌지. — Because of developments in technology, our lives have gotten better.",285,0.84
609,두다,duda,aux.,auxiliary predicate,"finish, do",식당을 예약해 두었어. — I finished reserving a restaurant.,284,0.94
610,삶,sam,n.,noun,life,우리는 새로운 삶을 시작했다. — We started a new life.,284,0.94
611,듯하다,deutada,aux.,auxiliary predicate,seem to,"오늘 비가 아주 많이 올 듯하다. — Today, it seems to be raining a lot.",283,0.94
612,공부,gongbu,n.,noun,study,공부 열심히 해라! — Study hard!,282,0.68
613,자네,jane,pron.,pronoun,you,자네는 어디 살아? — Where do you live?,282,0.61
614,목,mok,n.,noun,throat,"감기 때문에 목이 아파요. — Because of my cold, my throat hurts.",280,0.73
615,그만,geuman,adv.,adverb,"no longer, stopping; by mistake",피아노는 그만 쳐라. — Stop playing the piano.,279,0.62
616,젊다,jeomda,a.,adjective,be young,부모님께서 아직 젊으시네. — Your parents are still young.,278,0.88
617,그저,geujeo,adv.,adverb,"just, only",저는 그저 제 할 일만 한 걸요. — I just did the work I need to do.,276,0.61
618,걸다,geolda,v.,verb,hang; deposit; risk,옷걸이에 셔츠를 걸어 놓었거든요. — I hung the shirt on the hanger.,276,0.81
619,바라보다,baraboda,v.,verb,"see, look at",아버지는 하늘을 바라보고 계셨어. — Dad was looking at the sky.,276,0.85
620,바람,baram,n.,noun,wind,비가 오고 바람이 불기 시작했습니다. — It started to rain and get windy.,276,0.91
621,자체,jache,n.,noun,itself,계획 자체는 좋은데. — The plan itself is good.,275,0.91
622,이루어지다,irueojida,v.,verb,"accomplish, come true",민서의 꿈이 마침내 이루어졌다. — Minseo’s dream came true in the end.,274,0.91
623,달다,dalda,aux.,auxiliary predicate,give,그는 내게 도와 달라고 했어. — He asked me to help.,274,0.72
624,관하다,gwanhada,v.,verb,"be related to, about","신문에 너에 관한 기사가 났더구나. — In the newspaper, there was an article about you.",274,0.92
625,오빠,oppa,n.,noun,elder brother (of a female),오빠가 내일 결혼해요. — My older brother will get married tomorrow.,274,0.47
626,므로/으므로,meuro/eumeuro,e.,"ending, connective, final","CONNECTIVE, therefore, so","전제가 틀렸으므로 결론도 옳지 못한 거야. — The premise is wrong, s. the conclusion is not right, either.",274,0.9
627,민족,minjok,n.,noun,"people, ethnicity",한국인은 강한 민족이다. — The Koreans are a strong people.,272,0.87
628,걷다,geotda,v.,verb,walk,지민이는 혼자서 걷고 있었다. — Jimin was walking alone.,271,0.84
629,병,byeong,n.,noun,"disease, illness, disorder",대부분의 아이들이 병에 걸렸어. — Most of the children got the disease.,270,0.79
630,데리다,derida,v.,verb,"take, bring",민서는 집에 누군가를 데리고 왔어. — Minseo brought someone home.,270,0.61
631,좋아하다,joahada,v.,verb,like,나는 흰색을 좋아합니다. — I like the color white.,270,0.78
632,미,mi,n.,noun,"America, USA",미 육군이 이라크에 주둔했다. — The US military was stationed in Iraq.,270,0.8
633,열리다,yeollida,v.,verb,open,창문이 조금 열려 있네요. — The window is slightly open.,270,0.88
634,언니,eonni,n.,noun,elder sister (of a female),언니는 미국에서 유학하고 있어요. — My older sister is studying in America.,269,0.5
635,잠,jam,n.,noun,sleep,잠은 충분히 자야지. — You need to sleep enough.,269,0.76
636,최근,choegeun,n.,noun,"recent, latest (time); closest (distance)",그 사건은 최근에 일어났어. — That incident happened recently.,269,0.68
637,향하다,hyanghada,v.,verb,"direct, be toward",그의 얼굴은 내 쪽으로 향했다. — His face was turned toward me.,268,0.94
638,이,i,num.,number,two,불고기 이 인분 주세요. — Give us two portions of Bulgogi.,268,0.37
639,계획,gyehoek,n.,noun,plan,우리는 여행 계획을 세우고 있어. — We are setting up a travel plan.,267,0.82
640,얼,eol,n.,noun,spirit,조상의 얼을 되살리자. — Let’s revive the spirit of our ancestors.,267,0.15
641,과거,gwageo,n.,noun,past,서연이는 과거에도 착한 학생이었는데. — Seoyeon was also a good student in the past.,267,0.86
642,잇다,itda,v.,verb,connect; continue; inherit,그 다리는 섬과 육지를 잇고 있었다. — The bridge connects an island and the land.,265,0.96
643,싫다,silda,a.,adjective,"hate, dislike",난 마늘은 먹기 싫은데. — I hate eating garlic.,264,0.65
644,풀다,pulda,v.,verb,"untie, relax, loosen",그는 자신을 묶은 줄을 풀었다. — He untied the string binding him.,264,0.83
645,식,sik,n.b.,noun (bound),ceremony,"식이 끝나고 모두가 피로연에 참석했어. — After the ceremony, everyone attended the reception.",264,0.7
646,각,gak,adn.,adnominal,each,각 부서마다 새로운 업무가 주어졌다. — Each department was assigned a new task.,264,0.89
647,버리다,beorida,v.,verb,"throw away, dump",안 쓰는 건 버리려구. — I will throw away the things I am not using.,262,0.83
648,번째,beonjjae,n.b.,noun (bound),COUNTER (order),몇 번째 인터뷰를 하셨어요? — How many times have you had an interview?,261,0.84
649,어쩌다,eojjeoda,v.,verb,"do what, do how",네가 어쩌는지를 시험해 본 거야. — I tried to test how you are doing.,261,0.75
650,반,ban,n.,noun,half,반은 지금 먹고 반은 남겨 두자. — Let’s eat half and save the other half.,260,0.83
