rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
1691,누나,nuna,n.,noun,elder sister,누나는 올 겨울 결혼을 한다. — My sister will get married this winter.,90,0.74
1692,마루,maru,n.,noun,floor,나는 마루에 누웠지. — I lay down on the floor.,89,0.68
1693,척,cheok,n.b.,noun (bound),pretense,나는 아닌 척은 절대 못한다. — I can’t pretend that I’m not like that.,89,0.71
1694,울리다,ullida,v.,verb,"ring, echo",전화가 울렸어. — The phone rang.,89,0.87
1695,만일,manil,n.,noun,if,"만일 백만 불이 생기면 뭘 할까? — If I get a million dollars, what will I do?",89,0.96
1696,직장,jikjang,n.,noun,workplace; job,지민이가 직장을 구했어요. — Jimin found a job.,89,0.93
1697,소년,sonyeon,n.,noun,boy,소년은 소녀 앞에서 말을 못했다. — The boy couldn’t speak in front of the girl.,89,0.98
1698,담,dam,n.,noun,"wall, fence",아이가 던진 공이 담을 넘어갔지. — The ball that a child threw went over the fence.,89,0.65
1699,어울리다,eoullida,v.,verb,"hang out, mix, socialize; fit",지민이는 친구들과 잘 어울려. — Jimin mixes well with her friends.,89,0.97
1700,보호,boho,n.,noun,"protection, preservation",아이들은 먼저 보호를 받아야 한다. — Children should get protection first.,89,0.83
1701,주요,juyo,n.,noun,major,주요 인사들이 모두 참석했어. — The major personnel all attended.,89,0.71
1702,아무런,amureon,adn.,adnominal,any sort of,우리는 아무런 경고도 받지 못했다. — We haven’t received any sort of warning.,89,0.99
1703,터,teo,n.,noun,"site, ground",산 밑에 넓은 터를 잡았어. — They took the wide open site at the foot of the mountain.,89,0.71
1704,한편,hanpyeon,n.,noun,same team; one side,우리는 언제나 한편이야. — We are always on the same side.,89,0.96
1705,정상,jeongsang,n.,noun,"summit, top",우리는 산 정상에 올랐다. — We climbed up the mountain to the top.,89,0.7
1706,대개,daegae,adv.,adverb,"generally, mostly","대개 처음에는 그래요. — Generally, it is like this at the beginning.",88,0.8
1707,관련되다,gwallyeondoeda,v.,verb,"be related to, be involved in",이사는 그 사건과 관련되어 있어. — The board member is involved in that case.,88,0.87
1708,어쨌든,eojjaetdeun,adv.,adverb,"any way, in any case","어쨌든 나는 대답을 했다. — Anyway, I answered.",88,0.81
1709,전망,jeonmang,n.,noun,"prospect, view",서울타워는 밤에 전망이 더 아름답다. — The night view of Seoul Tower is even more beautiful.,88,0.64
1710,논리,nonri,n.,noun,"logic, reasoning",논리에 맞게 모든 걸 설명해 보세요. — Explain everything in accordance with logic.,88,0.89
1711,쭉,jjuk,adv.,adverb,"straight, persistently",이리로 쭉 가세요. — Go straight down this way.,88,0.32
1712,저런,jeoreon,adn.,adnominal,"that, such",저런 일을 보고 있을 수만은 없지. — I can’t just watch that sort of thing.,88,0.55
1713,거래,georae,n.,noun,"deal, trade",그 거래에는 비밀이 많았다. — There were many secrets to the deal.,88,0.76
1714,도,do,n.b.,noun (bound),COUNTER (degree),온도가 삼십 도를 넘는구나. — It’s more than thirty degrees out.,88,0.91
1715,퍼센트,peosenteu,n.b.,noun (bound),percent,"내가 보기에는 백 퍼센트 거짓말이야. — In my opinion, it is one hundred percent a lie.",88,0.55
1716,놀이,nori,n.,noun,"play, game",명절 놀이에 무엇이 있어요? — What kinds of holiday games do you have?,88,0.89
1717,어허,eoheo,exc.,exclamative,"uh-oh, oh","어허 비가 오네! — Oh, it’s raining!",88,0.16
1718,라며/으라며,ramyeo/euramyeo,e.,"ending, connective, final","CONNECTIVE, QUOT.",직원은 나에게 기다리라며 자리를 떴다. — The employee told me to wait and then left.,88,0.58
1719,주식,jusik,n.,noun,stock,주식 시장이 지금 어수선해요. — The stock market is unstable now.,88,0.62
1720,춥다,chupda,a.,adjective,cold,날씨가 춥다. — The weather is cold.,88,0.76
1721,조치,jochi,n.,noun,"action, measure, step",정부는 법적 조치를 취할 것이다. — The government will take legal action.,88,0.81
1722,포함하다,pohamhada,v.,verb,include,"저를 포함해서 열 명이에요. — Including me, there are ten of us.",88,0.85
1723,가까이,gakkai,adv.,adverb,"close, nearby",우리는 가까이 살아. — We live nearby.,88,0.93
1724,덜,deol,adv.,adverb,less,저녁이 평소보다 덜 맛있는거야. — The dinner was less delicious than usual.,88,0.7
1725,생각되다,saenggakdoeda,v.,verb,"be thought, look, appear",그 분이 틀렸다고 생각되네요. — It appears as though he was wrong.,88,0.93
1726,부족하다,bujokada,a.,adjective,"lacking, insufficient","뭔가 부족하시면 말씀해 주세요. — If something is missing, please let me know.",88,0.93
1727,임금,imgeum,n.,noun,"wage, pay",일에 합당한 임금을 주세요. — Give the right pay for the job.,87,0.87
1728,시집,sijip,n.,noun,one’s husband’s family (or house),서연이는 시집에서 산다. — Seoyeon lives with her in-laws.,87,0.46
1729,수단,sudan,n.,noun,"means, tools","어떤 수단을 써서라도 사고를 막아야 해. — Using any means necessary, we need to prevent an accident.",87,0.92
1730,쓰러지다,sseureojida,v.,verb,"fall, collapse",큰 나무가 쓰러졌구나. — The huge tree fell.,87,0.83
1731,동물,dongmul,n.,noun,animal,동물 보호 운동이 활발해요. — There is an active campaign to protect animals.,87,0.93
1732,닿다,datda,v.,verb,"touch, reach, get at",기차는 일찍 서울에 닿았다. — The train reached Seoul early.,87,0.93
1733,ㄴ가요/은가요,ngayo/eungayo,e.,"ending, connective, final","FINAL, QUESTION",아무도 안 계신가요? — Is there anyone here?,87,0.64
1734,남녀,namnyeo,n.,noun,men and women,남녀 모두가 청바지를 즐겨 입는다. — Both men and women frequently wear blue jeans.,87,0.95
1735,신라,silla,n.,noun,"Silla, one of the ancient Three Kingdoms of Korea (57 bc – ad 935)",신라는 삼국을 통일했다. — Silla united the Three Kingdoms.,87,0.85
1736,살림,sallim,n.,noun,housekeeping,너는 결혼하면 살림을 아주 잘 할 거야. — You will be great at housekeeping when you get married.,87,0.67
1737,영역,yeongyeok,n.,noun,"area, field",그들은 기술 영역에 많은 투자를 한다. — They invest a lot in the field of technology.,87,0.81
1738,노조,nojo,n.,noun,labor union,비정규직 노동자들이 노조를 만들었다. — Transit workers formed a labor union.,87,0.75
1739,되,doe,n.b.,noun (bound),measuring cup; COUNTER (a unit of measure),쌀을 몇 되쯤 준비할까요? — How many doe of rice should we prepare?,87,0.36
1740,부담,budam,n.,noun,"burden, load",제가 지나치게 부담을 드리고 싶지 않아요. — I don’t want to burden you too much.,87,0.84
1741,떼,tte,n.,noun,"group, crowd",그들은 떼로 몰려 다녔다. — They went around as a group.,87,0.76
1742,이튿날,iteunnal,n.,noun,"next day, the following day",이튿날 우리는 서울로 출발했습니다. — The following day we left for Seoul.,87,0.55
1743,건,geon,e.,"ending, connective, final","CONNECTIVE, whatever, whether","어떻게 말하건 상관없어. — Whatever you say, it doesn’t matter.",86,0.92
1744,지나치다,jinachi,a.,adjective,"excessive, immoderate",지나친 음주는 건강을 해친다. — Excessive drinking harms your health.,86,0.98
1745,풀,pul,n.,noun,"grass, plant",양들이 풀을 뜯는구나. — Lambs are eating grass.,86,0.77
1746,맨날,maennal,adv.,adverb,"all the time, always",넌 맨날 TV만 보니? — Is watching TV all the time the only thing you do?,86,0.17
1747,세대,sedae,n.,noun,generation,세대 차이를 극복하기는 힘들다. — It is tough to overcome a generational gap.,86,0.92
1748,쥐,jwi,n.,noun,"rat, mouse",쥐가 구석으로 도망갔어. — A mouse escaped into the corner.,86,0.65
1749,밟다,bapda,v.,verb,"step on, trample",누군가 제 발을 밟았다구요. — Someone stepped on my foot.,86,0.9
1750,전설,jeonseol,n.,noun,legend,이 지역에 내려오는 전설이 있다. — There is a legend that has been passed down in this region.,86,0.57
1751,방침,bangchim,n.,noun,"policy, plan",이사회 결정은 회사 방침에 따른 것이다. — The board decision follows the company policy.,86,0.55
1752,영,yeong,adv.,adverb,"at all, totally, very",환자는 영 가망없어 보였어. — The patient looked to be totally hopeless.,86,0.54
1753,비록,birok,adv.,adverb,"even if, even though","비록 나이는 어리지만 저도 그건 압니다. — Even though I am young, I know that.",86,0.97
1754,열,yeol,n.,noun,"heat, fever",아이는 열이 높았다. — The child had a high fever.,86,0.78
1755,노력하다,noryeokada,v.,verb,make an effort,현우는 더 잘하려고 노력했다. — Hyunwu made an effort to do better.,86,0.94
1756,생,saeng,n.,noun,life,생이 끝나는 날까지 함께 합시다. — Let’s stay together until the ends of our lives.,86,0.76
1757,끄다,kkeuda,v.,verb,put out; turn off,방에 불을 끄고 나왔는데. — I turned off the light and came out.,86,0.56
1758,아시아,asia,n.,noun,Asia,아시아 시장이 활발하게 움직이고 있다. — The Asian markets are actively moving.,86,0.74
1759,계기,gyegi,n.,noun,"chance, opportunity",그 일은 우리에게 반성의 계기가 되었다. — That event became an opportunity for self-reflection.,85,0.88
1760,계급,gyegeup,n.,noun,"class, stratum","현대 사회에도 계급은 존재하지요. — Class exists in modern society, too.",85,0.72
1761,서양,seoyang,n.,noun,(the) West,서양과 동양은 문화가 매우 다르다. — The West and the East have different cultures.,85,0.86
1762,무렵,muryeop,n.b.,noun (bound),about that time,"그를 잊어갈 무렵 전화가 왔어. — About the time I forgot him, I got a call.",85,0.97
1763,사용되다,sayongdoeda,v.,verb,be used,물은 다양한 용도로 사용되지. — Water is used in many ways.,85,0.81
1764,자본,jabon,n.,noun,capital,자본의 확보가 시급합니다. — It is urgent that we secure the capital.,85,0.84
1765,어떡하다,eotteokada,v.,verb,do so,난 이제 어떡하죠? — What should I do now?,85,0.4
1766,부엌,bueok,n.,noun,kitchen,"부엌에서 어머니가 요리를 하신다. — In the kitchen, my mother is cooking.",85,0.79
1767,검사,geomsa,n.,noun,examination,정확한 검사 결과가 나와야지. — The exact results of the examination should come out.,85,0.82
1768,총각,chonggak,n.,noun,"bachelor, single man",옆집 총각이 내일 결혼해요. — The bachelor next door is getting married tomorrow.,85,0.46
1769,수출,suchul,n.,noun,export,수출이 작년보다 훨씬 증가했다. — Exports have increased a lot compared to last year.,85,0.71
1770,폭,pok,n.,noun,"width, breath",비로 강의 폭이 더 넓어졌다. — The width of the river grew because of the rain.,85,0.87
1771,적다,jeokda,v.,verb,"put down, write",변호사는 종이에 이름을 적었습니다. — The lawyer put the name down on paper.,85,0.88
1772,쏟아지다,ssodajida,v.,verb,pour,비가 쏟아지네요. — It’s pouring.,84,0.93
1773,고생,gosaeng,n.,noun,"hardship, suffering",자네 요즘 고생이 많았네. — You have had many hardships these days.,84,0.69
1774,이웃,iut,n.,noun,neighbor,여러분은 이웃과 잘 지내십니까? — Are you getting along well with the neighbors?,84,0.95
1775,판,pan,n.b.,noun (bound),space; situation; round (game),내가 쫓겨날 판이었어. — I was in a situation to be thrown out.,84,0.72
1776,온,on,adn.,adnominal,"whole, entire",그 일은 온 세상이 다 알아. — The whole world knows what happened.,84,0.95
1777,땀,ttam,n.,noun,sweat,온 몸에서 땀이 나네요. — Sweat comes out from all over the body.,84,0.9
1778,중,jung,n.,noun,Buddhist monk,청년은 중이 되길 원했어. — The young man wanted to be a Buddhist monk.,84,0.36
1779,충분히,chungbunhi,adv.,adverb,"enough, fully",내가 하는 말을 충분히 알아들었지? — Do you fully understand what I’m saying?,84,0.96
1780,붉다,bukda,a.,adjective,red,붉은 노을이 아름답다. — The red sunset is beautiful.,84,0.96
1781,호텔,hotel,n.,noun,hotel,어느 호텔에서 머물 계획이십니까? — Which hotel are you planning to stay at?,84,0.97
1782,고려,goryeo,n.,noun,"Goryeo, name of a dynasty (918–1392)",고려 시대에는 무역이 활발했다. — Trading was active in the Goryeo period.,84,0.85
1783,맑다,makda,a.,adjective,"clean, clear",창문으로 맑은 하늘이 보인다. — You can see the clear sky through the window.,84,0.98
1784,적극적,jeokgeukjeok,n.,noun,"active, enthusiastic",인터뷰에서는 적극적 태도를 보이세요. — Have an enthusiastic attitude during an interview.,84,0.9
1785,맡기다,matgida,v.,verb,"leave, deposit",이 가방을 잠깐 맡길 수 있을까요? — Can I leave this bag for a short time?,84,0.98
1786,목숨,moksum,n.,noun,life,누구나 목숨을 귀하게 여긴다. — Everyone considers life to be precious.,84,0.94
1787,직업,jigeop,n.,noun,"profession, occupation",어떤 직업을 선택할 겁니까? — What profession would you choose?,84,0.94
1788,진행되다,jinhaengdoeda,v.,verb,"progress, run, go along",일이 어떻게 진행되고 있어요? — How is the work progressing?,84,0.9
1789,한쪽,hanjjok,n.,noun,"one side, one slice",한쪽 말만 듣는 것은 옳지 않아요. — It’s not right to hear only one side of the story.,84,0.93
1790,하고,hago,p.conj.,particle (conjunction),and,동생하고 나하고 쇼핑을 가요. — My younger sister and I go shopping.,84,0.36
1791,판단,pandan,n.,noun,"judgment, decision",민서는 판단이 잘 서지 않았어. — Minseo couldn’t easily make a decision.,84,0.94
1792,구경,gugyeong,n.,noun,sightseeing,친구와 같이 경복궁 구경을 나갔어. — I went out to go sightseeing at Gyunbok Palace.,83,0.67
1793,서로,seoro,n.,noun,"each other, one another",우리는 서로를 아끼고 사랑합니다. — We care for and love each other.,83,0.97
1794,가난하다,gananhada,a.,adjective,"poor, needy",회장님은 가난한 집안에서 태어났다. — The president was born to a poor family.,83,0.9
1795,비싸다,bissada,a.,adjective,expensive,백화점 물건이 너무 비싸군요. — Things at a department store are too expensive.,83,0.74
1796,구성,guseong,n.,noun,"composition, constitution",팀의 구성이 적당하지 않아. — The composition of the team isn’t appropriate.,83,0.83
1797,더러,deoreo,p.case,particle (case),to (COLLOQUIAL),선생님이 나더러 하래요. — The teacher told me to do this.,83,0.68
1798,맛있다,masitda,a.,adjective,"tasty, delicious",음식이 다 맛있어요. — All food is delicious.,83,0.57
1799,해결,haegyeol,n.,noun,"solution, settlement",문제의 해결 방안을 좀 생각해 봅시다. — Let’s think of a solution to the problem.,83,0.86
1800,인기,ingi,n.,noun,popularity,그 가수는 십대에게 많은 인기를 누렸지. — That singer was popular among teenagers.,83,0.78
1801,가볍다,gabyeopda,a.,adjective,light,가방이 아주 가볍구나. — The bag is s. light.,83,0.98
1802,사항,sahang,n.,noun,"item, matter",유의할 사항들이 많습니다. — There are many notable items.,83,0.91
1803,커다랗다,keodaratda,a.,adjective,"big, huge",민지는 커다란 배낭을 메고 있어. — Minji is carrying a huge backpack.,83,0.98
1804,불과하다,bulgwahada,a.,adjective,"be just … , be merely . . .",아이가 이제 다섯 살에 불과하잖아요. — Right now the child is just five years old.,83,0.93
1805,군사,gunsa,n.,noun,"military, soldiers",군사 작전이 시작되었다. — The military operation has started.,83,0.91
1806,깨다,kkaeda,v.,verb,wake; become sober; be enlightened,자는 아이가 깬다. — The sleeping child is waking up.,83,0.74
1807,굴,gul,n.,noun,"cave, cavern; tunnel",차가 굴로 들어갔다. — The car entered the tunnel.,83,0.5
1808,여보,yeobo,exc.,exclamative,"darling, honey; REFERENCE","여보, 좀 도와 줘요. — Honey, please help me.",82,0.39
1809,추진하다,chujinhada,v.,verb,"carry forward, prosecute",우리는 새로운 계획을 추진하고 있다. — We are carrying forward with a new plan.,82,0.75
1810,단지,danji,adv.,adverb,"only, merely",그들은 단지 쉬고 싶어했다. — They just wanted to rest.,82,0.96
1811,표,pyo,n.,noun,table,정확한 수치는 표에 나타나 있지. — The exact number has been shown in the table.,82,0.88
1812,솔직히,soljiki,adv.,adverb,"honestly, frankly",솔직히 말하는 것은 때로는 어렵다. — To speak honestly is sometimes difficult.,82,0.5
1813,꽤,kkwae,adv.,adverb,"fairly, quite",돈이 꽤 모였네요. — A fair amount of money has been collected.,82,0.89
1814,가득,gadeuk,adv.,adverb,"full, packed",바구니가 사탕으로 가득 찼다. — The basket is full of candies.,82,0.96
1815,여사,yeosa,n.,noun,"Madam, Mrs.","여사님께서도 그렇게 생각하십니까? — Do you also think so, Madam?",82,0.81
1816,희망,huimang,n.,noun,"hope, wish",희망은 큰 위안을 주지요. — Hope gives huge comfort.,82,0.98
1817,뜨겁다,tteugeopda,a.,adjective,hot,햇볕이 뜨겁다. — The sunshine is hot.,82,0.96
1818,붓다,butda,v.,verb,pour; deposit,냄비에 물을 붓고 끓이세요. — Pour water into a pot and bring it to a boil.,82,0.77
1819,부,bu,n.b.,noun (bound),"part; COUNTER (books, newspapers)",그는 백만 부의 잡지를 팔았어. — He sold one million magazines.,82,0.89
1820,종합,jonghap,n.,noun,"general, overall",어머니는 종합 병원에서 근무하세요. — My mother works at a general hospital.,82,0.68
1821,결론,gyeollon,n.,noun,conclusion,성급한 결론을 내지 마세요. — Don’t come to a hasty conclusion.,82,0.94
1822,비용,biyong,n.,noun,"cost, expense, charge",택시 비용이 비싸요. — The taxi charge is expensive.,82,0.81
1823,민간,mingan,n.,noun,private,터널 공사는 민간 기업에서 진행했어요. — A private company proceeded with the new tunnel construction.,82,0.8
1824,드라마,deurama,n.,noun,drama,드라마가 인기있다. — The drama is popular.,82,0.75
1825,등,deung,n.,noun,(one’s) back,아이 등에 뭔가 붙어 있었습니다. — Something was attached to the child’s back.,82,0.89
1826,죽,juk,n.,noun,"porridge, gruel",죽을 맛있게 끓였구나. — The porridge was cooked deliciously.,82,0.42
1827,가구,gagu,n.,noun,"household, family",한 가구의 평균 수입이 얼마예요? — What is the average income per household?,82,0.77
1828,감사하다,gamsahada,v.,verb,"appreciate, be thankful",부모님께 감사합니다. — I’m grateful for my parents.,82,0.63
1829,반갑다,bangapda,a.,adjective,"glad, pleasant",만나서 정말 반갑습니다. — I’m s. glad to meet you.,82,0.74
1830,평양,pyeongyang,n.,noun,Pyeongyang,그는 평양 출신이야. — He’s from Pyeongyang.,81,0.83
1831,뜯다,tteutda,v.,verb,"pick, pluck, bite, dissemble, rip",어머니는 산에 쑥을 뜯으러 가세요. — My mother goes to a mountain to pick herbs.,81,0.61
1832,틈,teum,n.,noun,"crack, gap; (spare) time",문 틈으로 쥐가 들어왔구나. — A mouse came in through a crack in the door.,81,0.92
1833,바깥,bakkat,n.,noun,outside,바깥에서 무슨 일이 있나 봐요. — There must be something going on outside.,81,0.78
1834,모임,moim,n.,noun,"meeting, gathering",그들은 한 달에 한 번 모임을 가져. — They have a monthly meeting.,81,0.86
1835,자르다,jareuda,v.,verb,"cut, chop",민서가 머리를 자릅니다. — Minseo cut her hair.,81,0.91
1836,여부,yeobu,n.,noun,be … or not . . .,하루 빨리 가능 여부를 알려주세요? — Would you please let me know if it’s feasible or not?,81,0.74
1837,랑/이랑,rang/irang,p.conj.,particle (conjunction),and,너 지금 누구랑 있니? — Who are you with now?,81,0.24
1838,캐다,kaeda,v.,verb,dig; delve into,광부들은 금을 캐고 있었어. — The miners were digging for gold.,81,0.54
1839,썩,sseok,adv.,adverb,"very, fairly; right away",피아니스트가 연주를 썩 잘하지는 못했어. — The pianist didn’t play very well.,81,0.39
1840,약하다,yakada,a.,adjective,"weak, feeble",상대는 우리 측 선수에 비해 약해. — The opponent is weak compared to our player.,81,0.92
1841,비판,bipan,n.,noun,criticism,회장은 비판을 겸허하게 받아들였다. — The president humbly accepted the criticism.,81,0.83
1842,시간,sigan,n.b.,noun (bound),time,시간 있으세요? — Do you have time?,81,0.79
1843,주인공,juingong,n.,noun,"hero, heroin, main character",이 책의 주인공들은 매력적이야. — The main characters of this book are attractive.,81,0.94
1844,달리다,dallida,v.,verb,hang,크리스마스 트리에 별이 달려있어요. — A star is hanging on the Christmas tree.,81,0.95
1845,전자,jeonja,n.,noun,electron; electronic,대량의 전자 제품이 수출되고 있다. — A large number of electronic products are exported.,81,0.79
1846,깊이,gipi,adv.,adverb,deeply,배가 깊이 가라앉았다. — The ship sank deeply.,81,0.98
1847,협력,hyeomnyeok,n.,noun,collaboration,"우리 부서는 사원 협력이 잘 돼. — In our department, employee collaboration is working well.",81,0.74
1848,흙,heuk,n.,noun,"soil, dirt, earth",아이들이 흙 속에서 놀아요. — The children are playing in the dirt.,81,0.87
1849,바람,baram,n.b.,noun (bound),in conjunction with; as a result of; wearing . . .,"결석하는 바람에 시험을 못 봤어. — As a result of my absence, I couldn’t take the exam.",81,0.92
1850,가만,gaman,adv.,adverb,"just as it is, without interference",가만 있어봐. — Stay as you are.,81,0.39
1851,공연,gongyeon,n.,noun,performance,뮤지컬 공연이 오후에 있어요. — The musical performance is held in the afternoon.,80,0.82
1852,깎다,kkakda,v.,verb,"peel, shave, cut",이 사과들을 깎아 보세요. — Try to peel these apples.,80,0.75
1853,논의,nonui,n.,noun,"discussion, debate",직원들과의 논의가 끝났다. — The discussion with the employees has ended.,80,0.85
1854,없애다,eopsaeda,v.,verb,eliminate,민서는 옷의 얼룩을 없앴다. — Minseo got rid of the stains on the clothing.,80,0.86
1855,천천히,cheoncheonhi,adv.,adverb,slowly,천천히 오너라. — Come slowly.,80,0.79
1856,훈련,hullyeon,n.,noun,"training, drill",군인들은 호된 훈련을 받았다. — The military men received harsh training.,80,0.91
1857,지,ji,pron.,pronoun,he or she,지가 왜 거길 갔어? — Why did she go there?,80,0.32
1858,숲,sup,n.,noun,"forest, grove",숲은 공기가 정말 다른데요. — The air in the forest is really different.,80,0.95
1859,배경,baegyeong,n.,noun,background,큰 나무를 배경으로 소녀가 웃고 있다. — A girl is smiling with a huge tree in the background.,80,0.91
1860,무겁다,mugeopda,a.,adjective,heavy,책상은 무거울 거예요. — The desk will be heavy.,80,0.93
1861,따라가다,ttaragada,v.,verb,follow,엄마를 따라가던 아이가 방끗 웃네. — The child following her mother is smiling brightly.,80,0.72
1862,젊은이,jeolmeuni,n.,noun,"young person, the young",젊은이답게 야망을 가져야지. — Be ambitious when you’re young.,80,1.0
1863,공,gong,n.,noun,ball,아이들이 공을 던졌어. — The children threw a ball.,80,0.83
1864,독자,dokja,n.,noun,reader,독자들은 종종 편지를 보내왔다. — The readers sometimes sent letters.,80,0.87
1865,총,chong,n.,noun,"gun, firearm","군대에서 총을 쏴 보셨어요? — Having been in the military, have you shot a gun?",80,0.78
1866,논문,nonmun,n.,noun,thesis,"논문을 끝내면 곧 졸업이구나. — With the completion of your thesis, it will soon be time for graduation.",80,0.81
1867,감추다,gamchuda,v.,verb,hide,개가 꼬리를 감추고 도망가는구나. — The dog is running away hiding its tail.,80,0.96
1868,상호,sangho,n.,noun,"mutual, reciprocal",상호 이해가 필요해. — Mutual understanding is needed.,80,0.85
1869,뛰다,ttwida,v.,verb,"beat, pound",심장이 빨리 뛴다. — My heart beats fast.,80,0.85
1870,공무원,gongmuwon,n.,noun,"civil official, government employee",형은 공무원이에요. — My older brother is a civil official.,80,0.75
1871,확실하다,hwaksilhada,a.,adjective,"clear, certain",그 사실이 확실합니까? — Is the fact clear?,80,0.96
1872,참여,chamyeo,n.,noun,participation,시청자 참여가 많아지고 있습니다. — Viewer participation has been increasing.,80,0.8
1873,기대하다,gidaehada,v.,verb,"anticipate, expect",좋은 소식 기대하고 있겠습니다. — I will be expecting good news.,79,0.92
1874,정리하다,jeongnihada,v.,verb,"arrange, clean",책상을 정리해라. — Arrange the desk.,79,0.94
1875,조사하다,josahada,v.,verb,"examine, survey",검찰이 그 사건을 조사하고 있어. — The prosecution is examining the case.,79,0.89
1876,학문,hangmun,n.,noun,"study, academics",제 선생님은 학문을 진정 사랑하는 분이셨지요. — My teacher was someone who loved academics.,79,0.85
1877,한국인,hangugin,n.,noun,Korean,저는 한국인이라는 긍지가 있어요. — I have pride as a Korean.,79,0.93
1878,기초,gicho,n.,noun,"basis, foundation",건물이 기초가 튼튼하네. — The foundation of the building is strong.,79,0.86
1879,주택,jutaek,n.,noun,"house, housing",주택보다는 아파트가 편하지? — Is an apartment more convenient than a house?,79,0.76
1880,청와대,cheongwadae,n.,noun,Blue House,청와대는 삼청동에 위치해 있다. — The Blue House is located in Samcheongdong.,79,0.52
1881,잘못되다,jalmotdoeda,v.,verb,go wrong,"만약 일이 잘못된다면 큰일인데. — If things go wrong, it’s a big problem.",79,0.9
1882,당연하다,dangyeonhada,a.,adjective,"natural, reasonable",상사가 화를 내는 것도 당연하다. — It’s reasonable for your boss to become angry.,79,0.98
1883,석,seok,n.b.,noun (bound),COUNTER (seat),좌석이 몇 석 필요하시지요? — How many seats are needed?,79,0.61
1884,끝내다,kkeunnaeda,v.,verb,"finish, end",우리는 회의를 끝냈어요. — We finished the meeting.,79,0.94
1885,닫다,datda,v.,verb,close,문을 조용히 닫으세요. — Please close the door quietly.,79,0.79
1886,단위,danwi,n.,noun,"unit, measure",킬로미터 길이를 나타내는 단위예요. — The kilometer is the unit that measures length.,79,0.86
1887,총장,chongjang,n.,noun,"president, chancellor",총장이 곧 바뀔 겁니다. — The president will soon change.,79,0.72
1888,봉사,bongsa,n.,noun,service,자원봉사를 해 보는 게 어때? — What about doing some volunteer service?,79,0.67
1889,이미지,imiji,n.,noun,image,로고가 회사 이미지에 맞네요. — The logo fits the company image.,79,0.88
1890,평소,pyeongso,n.,noun,"usual, ordinary day",평소에도 그는 부지런해. — Usually he’s diligent.,79,0.95
1891,지다,jida,v.,verb,"set, sink, go down",벌써 해가 졌구나. — The sun already set.,78,0.73
1892,스물,seumul,num.,number,twenty,지민이는 스물 한살이야. — Jimin is twenty-one years old.,78,0.57
1893,구름,gureum,n.,noun,cloud,하늘에 구름이 잔뜩 끼었구나. — The sky is full of clouds.,78,0.87
1894,특성,teukseong,n.,noun,"characteristic, property",지방마다 특성이 있어. — Each province has its own characteristics.,78,0.81
1895,틀,teul,n.,noun,frame; routine; mold,"일단 글의 틀을 잡으세요. — First, make a framework for writing.",78,0.81
1896,남성,namseong,n.,noun,"man, male",휴게실은 남성 전용입니다. — The lounge is only for use by men.,78,0.89
1897,왜냐하면,waenyahamyeon,adv.,adverb,"because, since","안 가요. 왜냐하면 비가 오거든요. — I’m not going, because it’s raining.",78,0.87
1898,수입,suip,n.,noun,import,자동차의 수입이 부쩍 증가했다. — The import of cars has increased remarkably.,78,0.74
1899,전략,jeollyak,n.,noun,strategy,새로운 전략을 세우세요. — Please build a new strategy.,78,0.77
1900,도,do,n.,noun,province,자네는 어느 도에서 태어났나? — What province were you born in?,78,0.71
1901,가리다,garida,v.,verb,"distinguish, differentiate",옳고 그름을 잘 가려야 한다. — You must strongly differentiate between right and wrong.,78,0.89
1902,프로,peuro,n.,noun,professional,프로는 약속을 지키지. — Professionals keep their promises.,78,0.71
1903,운영,unyeong,n.,noun,"management, operation",공장 운영이 순조롭게 진행되고 있어요. — Factory management is proceeding smoothly.,78,0.7
1904,미군,migun,n.,noun,US Army,미군이 그 지역에 주둔했지. — The US Army was located in that region.,78,0.9
1905,선택,seontaek,n.,noun,"choice, selection",순간의 선택이 평생을 좌우하지. — Momentary choices determine one’s whole life.,78,0.91
1906,부문,bumun,n.,noun,"field, sector",영화 부문의 수상자가 누굽니까? — Who is the winner in the movie category?,78,0.7
1907,게임,geim,n.,noun,game,게임에 중독된 사람들이 늘고 있다. — The number of people addicted to games is increasing.,78,0.81
1908,모,mo,pron.,pronoun,so-and-so,김 모씨가 경찰에 자수했다. — Mr Kim so-and-so gave himself up to the police.,78,0.76
1909,어쩌면,eojjeomyeon,adv.,adverb,"maybe, possibly",어쩌면 내가 틀렸나 봐요. — Maybe I was wrong.,78,0.89
1910,토지,toji,n.,noun,"land, ground",토지 대부분이 그의 소유야. — Most of the land belongs to him.,77,0.89
1911,좁다,jopda,a.,adjective,narrow; cramped,방이 아주 좁아. — The room is very narrow.,77,0.94
1912,선택하다,seontaekada,v.,verb,"select, choose",화장품을 잘 선택하세요. — Select the cosmetics carefully.,77,0.93
1913,변호사,byeonhosa,n.,noun,"lawyer, attorney",걔는 언제나 변호사가 되고 싶어했지. — He always wanted to be a lawyer.,77,0.85
1914,침,chim,n.,noun,"spit, saliva",침을 삼킬 수가 없어. — I can’t swallow my spit.,77,0.74
1915,소위,sowi,adv.,adverb,so-called,그는 소위 예술가였다. — He was a so-called artist.,77,0.81
1916,재미,jaemi,n.,noun,"fun, interest",그 영화는 재미가 없다. — That’s not a fun movie.,77,0.85
